,decoded
81268,"{'ALEKSANDREGURULI|CLUB|USLESQUIN', 'OLYMPIQUELYONNAIS|GROUND|PARCOLYMPIQUELYONNAIS', 'ALEKSANDREGURULI|CLUB|OLYMPIQUELYONNAIS'}"
81270,"{'OLYMPIQUELYONNAIS|GROUND|PARCOLYMPIQUELYONNAIS', 'ALEKSANDREGURULI|CLUB|LESQUIN(CLUB)', 'ALEKSANDREGURULI|CLUB|OLYMPIQUELYONNAIS'}"
81272,"{'ALESSIOROMAGNOLI|CLUB|A.C.MILAN', 'ALESSIOROMAGNOLI|CLUB|ITALYNATIONALUNDER-16FOOTBALLTEAM', 'A.C.MILAN|MANAGER|SINISAMIHAJLOVIC'}"
81274,"{'C.M.MILAN|MANAGER|SINISAMIHAJLOVIC', 'ALESSIOROMAGNOLI|CLUB|ITALYNATIONALUNDER-16FOOTBALLTEAM', 'ALESSIOROMAGNOLI|CLUB|C.MILAN'}"
81276,"{'ALESSIOROMAGNOLI|CLUB|A.C.MILAN', 'ALESSIOROMAGNOLI|CLUB|ITALYNATIONALUNDER-16FOOTBALLTEAM', 'A.C.MILAN|MANAGER|SINISAMIHAJLOVIC'}"
81278,"{'ALESSIOROMAGNOLI|CLUB|A.S.ROMA', 'ALESSIOROMAGNOLI|CLUB|ITALYNATIONALUNDER-16FOOTBALLTEAM', 'ALESSIOROMAGNOLI|COACH|DANIELEZORATTO'}"
81280,"{'ITALYNATIONALUNDER-16FOOTBALLTEAM|COACH|DANIELEZORATTO', 'ALESSIOROMAGNOLI|CLUB|A.S.ROMA', 'ALESSIOROMAGNOLI|CLUB|ITALYNATIONALUNDER-16FOOTBALLTEAM'}"
81282,"{'ITALYNATIONALUNDER-16FOOTBALLTEAM|COACH|DANIELEZORATTO', 'ALESSIOROMAGNOLI|CLUB|A.S.ROMA', 'ALESSIOROMAGNOLI|CLUB|ITALYNATIONALUNDER-16FOOTBALLTEAM'}"
81284,"{'ALESSIOROMAGNOLI|CLUB|U.C.SAMPDORIA', 'ALESSIOROMAGNOLI|CLUB|ITALYNATIONALUNDER-17FOOTBALLTEAM', 'ALESSIOROMAGNOLI|BIRTHPLACE|ITALY'}"
81286,"{'ALESSIOROMAGNOLI|CLUB|U.C.SAMPDORIA', 'ALESSIOROMAGNOLI|CLUB|ITALYNATIONALUNDER-17FOOTBALLTEAM', 'ALESSIOROMAGNOLI|BIRTHPLACE|ITALY'}"
81288,"{'ALESSIOROMAGNOLI|CLUB|U.C.SAMPDORIA', 'ALESSIOROMAGNOLI|CLUB|ITALYNATIONALUNDER-17FOOTBALLTEAM'}"
81290,"{'ALEXPLANTE|HEIGHT|1.9304', 'ALEXPLANTE|BIRTHPLACE|BRANDON,MANITOBA', 'ALEXPLANTE|CLUB|ANYANGHALLA'}"
81292,"{'ALEXPLANTE|HEIGHT|1.9304', 'ALEXPLANTE|BIRTHPLACE|BRANDON,MANITOBA', 'ALEXPLANTE|CLUB|ANYANGHALLA'}"
81294,"{'ALEXPLANTE|HEIGHT|1.9304', 'ALEXPLANTE|BIRTHPLACE|CANADA', 'ALEXPLANTE|CLUB|ANYANGHALLA'}"
81296,"{'ALEXPLANTE|HEIGHT|1.9304', 'ALEXPLANTE|BIRTHPLACE|CANADA', 'ALEXPLANTE|CLUB|ANYANGHALLA'}"
81298,"{'ALEXPLANTE|HEIGHT|1.9304', 'ALEXPLANTE|BIRTHPLACE|CANADA', 'ALEXPLANTE|CLUB|ANYANGHALLA'}"
81300,"{'ALEXTYUS|LEAGUE|EUROLEAGUE', 'ALEXTYUS|CLUB|MACCABIASHDODB.C.', 'MACCABIASHDODB.C.|COACH|ZVISHERF'}"
81302,"{'MACCABIASHDODB.C.|COACH|ZVISHERF', 'ALEXTYUS|CLUB|MACCABIASHDODB.C.', 'MACCABIASHDODB.C.|LEAGUE|EUROLEAGUE'}"
81304,"{'ALEXTYUS|LEAGUE|EUROLEAGUE', 'ALEXTYUS|CLUB|MACCABIASHDODB.C.', 'MACCABIASHDODB.C.|COACH|ZVISHERF'}"
81306,"{'FCSPARTAKMOSCOW|GROUND|OTKRYTIYEARENA', 'ALEKSANDRPRUDNIKOV|CLUB|FCSPARTAKMOSCOW', 'ALEKSANDRPRUDNIKOV|CLUB|FCTOMTOMSK'}"
81308,"{'FCSPARTAKMOSCOW|GROUND|OTKRYTIYEARENA', 'ALEKSANDRPRUDNIKOV|CLUB|FCSPARTAKMOSCOW', 'ALEKSANDRPRUDNIKOV|CLUB|FCTOMTOMSK'}"
81310,"{'FCSPARTAKMOSCOW|GROUND|OTKRYTIYEARENA', 'ALEKSANDRPRUDNIKOV|CLUB|FCANZHIMAKHACHKALA', 'ALEKSANDRPRUDNIKOV|YOUTHCLUB|FCSPARTAKMOSCOW'}"
81312,"{'FCSPARTAKMOSCOW|GROUND|OTKRYTIYEARENA', 'ALEKSANDRPRUDNIKOV|CLUB|FCANZHIMAKHACHKALA', 'ALEKSANDRPRUDNIKOV|YOUTHCLUB|FCSPARTAKMOSCOW'}"
81314,"{'FCSPARTAKMOSCOW|GROUND|OTKRYTIYEARENA', 'ALEKSANDRPRUDNIKOV|CLUB|FCANZHIMAKHACHKALA', 'ALEKSANDRPRUDNIKOV|YOUTHCLUB|FCSPARTAKMOSCOW'}"
81316,"{'ABELHERNANDEZ|CLUB|URUGUAYOLYMPICFOOTBALLTEAM', 'ABELHERNANDEZ|CLUB|HULLCITYA.F.C.', 'HULLCITYA.F.C.|MANAGER|STEVEBRUCE'}"
81318,"{'ABELHERNANDEZ|CLUB|URUGUAYOLYMPICFOOTBALLTEAM', 'ABELHERNANDEZ|CLUB|HULLCITYA.F.C.', 'HULLCITYA.F.C.|MANAGER|STEVEBRUCE'}"
81320,"{'ABELHERNANDEZ|CLUB|URUGUAYOLYMPICFOOTBALLTEAM', 'ABELHERNANDEZ|CLUB|HULLCITYA.F.C.', 'HULLCITYA.F.C.|MANAGER|STEVEBRUCE'}"
81322,"{'MOSCOW|LEADERNAME|SERGEYSOBYANIN', 'ALEKSANDRCHUMAKOV|DEATHPLACE|RUSSIA', 'ALEKSANDRCHUMAKOV|BIRTHPLACE|RUSSIA', 'ALEKSANDRCHUMAKOV|BIRTHPLACE|MOSCOW'}"
81324,"{'MOSCOW|LEADERNAME|SERGEYSOBYANIN', 'ALEKSANDRCHUMAKOV|DEATHPLACE|RUSSIA', 'ALEKSANDRCHUMAKOV|BIRTHPLACE|MOSCOW'}"
81326,"{'MOSCOW|LEADERNAME|SERGEYSOBYANIN', 'ALEKSANDRCHUMAKOV|DEATHPLACE|RUSSIA', 'ALEKSANDRCHUMAKOV|BIRTHPLACE|MOSCOW'}"
81328,"{'ABNER(FOOTBALLER)|CLUB|BRAZILNATIONALUNDER-20FOOTBALLTEAM', 'ABNER(FOOTBALLER)|CLUB|REALMADRIDCASTILLA', 'REALMADRIDCASTILLA|MANAGER|LUISMIGUELRAMIS'}"
81330,"{'ABNER(FOOTBALLER)|CLUB|BRAZILNATIONALUNDER-20FOOTBALLTEAM', 'ABNER(FOOTBALLER)|CLUB|REALMADRIDCASTILLA', 'REALMADRIDCASTILLA|MANAGER|LUISMIGUELRAMIS'}"
81332,"{'ABNER(FOOTBALLER)|CLUB|BRAZILNATIONALUNDER-20FOOTBALLTEAM', 'ABNER(FOOTBALLER)|CURRENTCLUB|REALMADRIDCASTILLA', 'REALMADRIDCASTILLA|MANAGER|LUISMIGUELRAMIS'}"
81334,"{'ABNER(FOOTBALLER)|CLUB|C.D.FAS', 'ABNER(FOOTBALLER)|CLUB|REALMADRIDCASTILLA', 'REALMADRIDCASTILLA|MANAGER|LUISMIGUELRAMIS'}"
81336,"{'ABNER(FOOTBALLER)|CLUB|C.D.FAS', 'ABNER(FOOTBALLER)|CLUB|REALMADRIDCASTILLA', 'REALMADRIDCASTILLA|MANAGER|LUISMIGUELRAMIS'}"
81338,"{'ABNER(FOOTBALLER)|CLUB|C.D.FAS', 'ABNER(FOOTBALLER)|CLUB|REALMADRIDCASTILLA', 'REALMADRIDCASTILLA|MANAGER|LUISMIGUELRAMIS'}"
81340,"{'ST.LOUIS|ISPARTOF|GREATERST.LOUIS', 'ST.LOUIS|LEADERNAME|FRANCISG.SLAY', 'ALEXTYUS|BIRTHPLACE|ST.LOUIS'}"
81342,"{'ST.LOUIS|ISPARTOF|GREATERST.LOUIS', 'ST.LOUIS|LEADERNAME|FRANCISG.SLAY', 'ALEXTYUS|BIRTHPLACE|ST.LOUIS'}"
81344,"{'ST.LOUIS|ISPARTOF|GREATERST.LOUIS', 'ST.LOUIS|LEADERNAME|FRANCISG.SLAY', 'ALEXTYUS|BIRTHPLACE|ST.LOUIS'}"
81346,"{'AKEEMAYERS|DEBUTTEAM|TENNESSEETITANS', 'TENNESSEETITANS|CITY|NASHVILLE,TENNESSEE', 'AKEEMAYERS|FORMERTEAM|NEWENGLANDPATRIOTS'}"
81348,"{'AKEEMAYERS|DEBUTTEAM|TENNESSEETITANS', 'TENNESSEETITANS|CITY|NASHVILLE,TENNESSEE', 'AKEEMAYERS|FORMERTEAM|NEWENGLANDPATRIOTS'}"
81350,"{'AKEEMAYERS|DEBUTTEAM|TENNESSEETITANS', 'TENNESSEETITANS|CITY|NASHVILLE,TENNESSEE', 'AKEEMAYERS|FORMERTEAM|NEWENGLANDPATRIOTS'}"
81352,"{'103COLMOREROW|ARCHITECT|JOHNMADIN', 'JOHNMADIN|BIRTHPLACE|BIRMINGHAM'}"
81354,"{'103COLMOREROW|ARCHITECT|JOHNMADIN', 'JOHNMADIN|BIRTHPLACE|BIRMINGHAM'}"
81356,"{'103COLMOREROW|ARCHITECT|JOHNMADIN', 'JOHNMADIN|BIRTHPLACE|BIRMINGHAM'}"
81358,"{'200PUBLICSQUARE|LOCATION|CLEVELAND', 'CLEVELAND|ISPARTOF|CUYAHOGACOUNTY,OHIO', 'CLEVELAND|LEADERNAME|FRANKG.JACKSON'}"
81360,"{'200PUBLICSQUARE|LOCATION|CLEVELAND', 'CLEVELAND|ISPARTOF|CUYAHOGACOUNTY,OHIO', 'CLEVELAND|LEADERNAME|FRANKG.JACKSON'}"
81362,"{'200PUBLICSQUARE|LOCATION|CLEVELAND', 'CLEVELAND|ISPARTOF|CUYAHOGACOUNTY,OHIO', 'CLEVELAND|LEADERNAME|FRANKG.JACKSON'}"
81364,"{'250DELAWAREAVENUE|FLOORCOUNT|12', '250DELAWAREAVENUE|LOCATION|UNITEDSTATES', '250DELAWAREAVENUE|FLOORAREA|30843.8(SQUAREMETRES)'}"
81366,"{'250DELAWAREAVENUE|FLOORCOUNT|12', '250DELAWAREAVENUE|LOCATION|UNITEDSTATES', '250DELAWAREAVENUE|FLOORAREA|30843.8(SQUAREMETRES)'}"
81368,"{'250DELAWAREAVENUE|FLOORCOUNT|12', '250DELAWAREAVENUE|LOCATION|UNITEDSTATES', '250DELAWAREAVENUE|FLOORAREA|30843.8(SQUAREMETRES)'}"
81370,"{'CHICAGO|LEADERNAME|RAHMEMANUEL', 'CHICAGO|ISPARTOF|DUPAGECOUNTY,ILLINOIS', '300NORTHLASALLE|LOCATION|CHICAGO'}"
81372,"{'CHICAGO|LEADERNAME|RAHMEMANUEL', 'CHICAGO|ISPARTOF|DUPAGECOUNTY,ILLINOIS', '300NORTHLASALLE|LOCATION|CHICAGO'}"
81374,"{'CHICAGO|LEADERNAME|RAHMEMANUEL', 'CHICAGO|ISPARTOF|DUPAGECOUNTY,ILLINOIS', '300NORTHLASALLE|LOCATION|CHICAGO'}"
81376,"{'320SOUTHBOSTONBUILDING|FLOORCOUNT|22', '320SOUTHBOSTONBUILDING|ARCHITECT|GEORGEWINKLER', 'GEORGEWINKLER|COUNTRY|UNITEDSTATES'}"
81378,"{'320SOUTHBOSTONBUILDING|FLOORCOUNT|22', '320SOUTHBOSTONBUILDING|ARCHITECT|GEORGEWINKLER', 'GEORGEWINKLER|COUNTRY|UNITEDSTATES'}"
81380,"{'3ARENA|LOCATION|NORTHWALLQUAY', '3ARENA|ARCHITECT|HOKSVE', '3ARENA|COMPLETIONDATE|DECEMBER2008'}"
81382,"{'3ARENA|LOCATION|NORTHWALLQUAY', '3ARENA|ARCHITECT|HOKSVE', '3ARENA|COMPLETIONDATE|DECEMBER2008'}"
81384,"{'ACHOTELBELLASKYCOPENHAGEN|FLOORCOUNT|23', 'ACHOTELBELLASKYCOPENHAGEN|LOCATION|DENMARK', 'ACHOTELBELLASKYCOPENHAGEN|TENANT|MARRIOTTINTERNATIONAL'}"
81386,"{'ACHOTELBELLASKYCOPENHAGEN|FLOORCOUNT|23', 'ACHOTELBELLASKYCOPENHAGEN|LOCATION|COPENHAGEN', 'ACHOTELBELLASKYCOPENHAGEN|TENANT|MARRIOTTINTERNATIONAL'}"
81388,"{'ACHOTELBELLASKYCOPENHAGEN|FLOORCOUNT|23', 'ACHOTELBELLASKYCOPENHAGEN|ARCHITECT|3XN', 'ACHOTELBELLASKYCOPENHAGEN|TENANT|MARRIOTTINTERNATIONAL'}"
81390,"{'ACHOTELBELLASKYCOPENHAGEN|FLOORCOUNT|23', 'ACHOTELBELLASKYCOPENHAGEN|ARCHITECT|3XN', 'ACHOTELBELLASKYCOPENHAGEN|TENANT|MARRIOTTINTERNATIONAL'}"
81392,"{'AUGUSTUSPUGIN|SIGNIFICANTBUILDING|PALATULOFWESTMINSTER', 'AUGUSTUSPUGIN|BIRTHPLACE|BLOOMSBURY', 'ADAREMANOR|ARCHITECT|AUGUSTUSPUGIN'}"
81394,"{'AUGUSTUSPUGIN|SIGNIFICANTBUILDING|PALATULOFWESTMINSTER', 'AUGUSTUSPUGIN|BIRTHPLACE|BLOOMSBURY', 'ADAREMANOR|ARCHITECT|AUGUSTUSPUGIN'}"
81396,"{'ADAREMANOR|OWNER|J.P.MCMANUS', 'ADAREMANOR|ARCHITECT|PHILIPCHARLESHARDWICK', 'ADAREMANOR|COMPLETIONDATE|1862'}"
81398,"{'ADAREMANOR|OWNER|J.P.MCMANUS', 'ADAREMANOR|ARCHITECT|PHILIPCHARLESHARDWICK', 'ADAREMANOR|COMPLETIONDATE|1862'}"
81400,"{'ADAREMANOR|OWNER|J.P.MCMANUS', 'ADAREMANOR|ARCHITECT|PHILIPCHARLESHARDWICK', 'ADAREMANOR|COMPLETIONDATE|1862'}"
81402,"{'ADISHAMHALL|LOCATION|HAPUTALE', 'ADISHAMHALL|ARCHITECTURALSTYLE|TUDORANDJACABIAN', 'ADISHAMHALL|COMPLETIONDATE|1931'}"
81404,"{'ADISHAMHALL|LOCATION|HAPUTALE', 'ADISHAMHALL|ARCHITECTURALSTYLE|TUDORANDJACABIAN', 'ADISHAMHALL|COMPLETIONDATE|1931'}"
81406,"{'ADISHAMHALL|LOCATION|HAPUTALE', 'ADISHAMHALL|ARCHITECTURALSTYLE|TUDORANDJACABIAN', 'ADISHAMHALL|COMPLETIONDATE|1931'}"
81408,"{'ADISHAMHALL|ARCHITECTURALSTYLE|TUDORANDJACOBEAN', 'ADISHAMHALL|COMPLETIONDATE|1931', 'ADISHAMHALL|LOCATION|SRILANKA'}"
81410,"{'ADISHAMHALL|ARCHITECTURALSTYLE|TUDORANDJACABIAN', 'ADISHAMHALL|COMPLETIONDATE|1931', 'ADISHAMHALL|LOCATION|SRILANKA'}"
81412,"{'ADISHAMHALL|COUNTRY|SRILANKA', 'ADISHAMHALL|LOCATION|HAPUTALE,SRILANKA', 'SRILANKA|LEADERNAME|RANILWICKREMESINGHE'}"
81414,"{'ADISHAMHALL|COUNTRY|SRILANKA', 'ADISHAMHALL|LOCATION|HAPUTALE,SRILANKA', 'SRILANKA|LEADERNAME|RANILWICKREMESINGHE'}"
81416,"{'ADISHAMHALL|COUNTRY|SRILANKA', 'SRILANKA|CAPITAL|SRIJAYAWARDENEPURAKOTTE', 'SRILANKA|CURRENCY|SRILANKANRUPEE'}"
81418,"{'ADISHAMHALL|COUNTRY|SRILANKA', 'SRILANKA|CAPITAL|SRIJAYAWARDENEPURAKOTTE', 'SRILANKA|CURRENCY|SRILANKANRUPEE'}"
81420,"{'ALANB.MILLERHALL|ACTIVEYEARSSTARTDATE|2007-03-30', 'ALANB.MILLERHALL|TENANT|MASONSCHOOLOFBUSINESS', 'MASONSCHOOLOFBUSINESS|COUNTRY|UNITEDSTATES'}"
81422,"{'ALANB.MILLERHALL|INAUGURATIONDATE|2007-03-30', 'ALANB.MILLERHALL|CURRENTTENANTS|MASONSCHOOLOFBUSINESS', 'MASONSCHOOLOFBUSINESS|COUNTRY|UNITEDSTATES'}"
81424,"{'JULIAMORGAN|BIRTHPLACE|SANFRANCISCO', 'JULIAMORGAN|SIGNIFICANTBUILDING|RIVERSIDEARTMUSEUM', 'ASILOMARCONFERENCEGROUNDS|ARCHITECT|JULIAMORGAN'}"
81426,"{'JULIAMORGAN|BIRTHPLACE|SANFRANCISCO', 'JULIAMORGAN|SIGNIFICANTBUILDING|RIVERSIDEARTMUSEUM', 'ASILOMARCONFERENCEGROUNDS|ARCHITECT|JULIAMORGAN'}"
81428,"{'JULIAMORGAN|BIRTHPLACE|SANFRANCISCO', 'JULIAMORGAN|SIGNIFICANTBUILDING|RIVERSIDEARTMUSEUM', 'ASILOMARCONFERENCEGROUNDS|ARCHITECT|JULIAMORGAN'}"
81430,"{'JULIAMORGAN|BIRTHPLACE|CALIFORNIA', 'JULIAMORGAN|SIGNIFICANTBUILDING|CHINATOWN,SANFRANCISCO', 'ASILOMARCONFERENCEGROUNDS|ARCHITECT|JULIAMORGAN'}"
81432,"{'JULIAMORGAN|SIGNIFICANTBUILDING|CHINATOWN,SANFRANCISCO', 'ASILOMARCONFERENCEGROUNDS|ARCHITECT|JULIAMORGAN', 'JULIAMORGAN|BIRTHPLACE|CALIFORNIA'}"
81434,"{'JULIAMORGAN|BIRTHPLACE|CALIFORNIA', 'JULIAMORGAN|SIGNIFICANTBUILDING|CHINATOWN,SANFRANCISCO', 'ASILOMARCONFERENCEGROUNDS|ARCHITECT|JULIAMORGAN'}"
81436,"{'ASILOMARCONFERENCEGROUNDS|REFERENCENUMBERINTHENATIONALREGISTEROFHISTORISPLACES|87000823', 'ASILOMARCONFERENCEGROUNDS|ADDEDTOTHENATIONALREGISTEROFHISTORISPLACES|1987-02-27', 'ASILOMARCONFERENCEGROUNDS|LOCATION|ASILOMARBLVD.,PACIFICGROVE,CALIFORNIA'}"
81438,"{'ASILOMARCONFERENCEGROUNDS|ADDEDTOTHENATIONALREGISTEROFHISTORICPLACES|1987-02-27', 'ASILOMARCONFERENCEGROUNDS|REFERENCENUMBERINTHENATIONALREGISTEROFHISTORICPLACES|87000823', 'ASILOMARCONFERENCEGROUNDS|LOCATION|ASILOMARBLVD.,PACIFICGROVE,CALIFORNIA'}"
81440,"{'ASSERLEVYPUBLICBATHS|LOCATION|AVENUEA(MANHATTAN)', 'ASSERLEVYPUBLICBATHS|YEAROFCONSTRUCTION|1904', 'ASSERLEVYPUBLICBATHS|ADDEDTOTHENATIONALREGISTEROFHISTORICPLACES|1980-04-23'}"
81442,"{'ASSERLEVYPUBLICBATHS|LOCATION|AVENUEA(MANHATTAN)', 'ASSERLEVYPUBLICBATHS|YEAROFCONSTRUCTION|1904', 'ASSERLEVYPUBLICBATHS|ADDEDTOTHENATIONALREGISTEROFHISTORICPLACES|1980-04-23'}"
81444,"{'ASSERLEVYPUBLICBATHS|LOCATION|AVENUEA(MANHATTAN)', 'ASSERLEVYPUBLICBATHS|YEAROFCONSTRUCTION|1904', 'ASSERLEVYPUBLICBATHS|ADDEDTOTHENATIONALREGISTEROFHISTORICPLACES|1980-04-23'}"
81446,"{'ASSERLEVYPUBLICBATHS|LOCATION|NEWYORKCITY', 'ASSERLEVYPUBLICBATHS|YEAROFCONSTRUCTION|1904', 'ASSERLEVYPUBLICBATHS|ADDEDTOTHENATIONALREGISTEROFHISTORICPLACES|1980-04-23'}"
81448,"{'ASSERLEVYPUBLICBATHS|LOCATION|NEWYORKCITY', 'ASSERLEVYPUBLICBATHS|YEAROFCONSTRUCTION|1904', 'ASSERLEVYPUBLICBATHS|ADDEDTOTHENATIONALREGISTEROFHISTORICPLACES|1980-04-23'}"
81450,"{'ASSERLEVYPUBLICBATHS|LOCATION|NEWYORKCITY', 'ASSERLEVYPUBLICBATHS|YEAROFCONSTRUCTION|1904', 'ASSERLEVYPUBLICBATHS|ADDEDTOTHENATIONALREGISTEROFHISTORICPLACES|1980-04-23'}"
81452,"{'BIRMINGHAM|LEADERNAME|CONSERVATIVEPARTY(UK)', '103COLMOREROW|ARCHITECT|JOHNMADIN', 'JOHNMADIN|HOMETOWN|BIRMINGHAM'}"
81454,"{'103COLMOREROW|ARCHITECT|JOHNMADIN', 'BIRMINGHAM|LEADERNAME|LIBERALDEMOCRATS', 'JOHNMADIN|BIRTHPLACE|BIRMINGHAM'}"
81456,"{'103COLMOREROW|ARCHITECT|JOHNMADIN', 'BIRMINGHAM|LEADERNAME|LIBERALDEMOCRATS', 'JOHNMADIN|BIRTHPLACE|BIRMINGHAM'}"
81458,"{'103COLMOREROW|ARCHITECT|JOHNMADIN', 'BIRMINGHAM|LEADERNAME|LIBERALDEMOCRATS', 'JOHNMADIN|BIRTHPLACE|BIRMINGHAM'}"
81460,"{'ADDISABABACITYHALL|LOCATION|ADDISABABA', 'ETHIOPIA|LEADERNAME|HAILEMARIAMDESALEGN', 'ADDISABABACITYHALL|COUNTRY|ETHIOPIA'}"
81462,"{'ADDISABABACITYHALL|LOCATION|ADDISABABA', 'ETHIOPIA|LEADERNAME|HAILEMARIAMDESALEGN', 'ADDISABABACITYHALL|COUNTRY|ETHIOPIA'}"
81464,"{'GUJARAT|LEADERNAME|ANANDIBENPATEL', 'AMDAVADNIGUFA|LOCATION|AHMEDABAD', 'AMDAVADNIGUFA|LOCATION|GUJARAT'}"
81466,"{'GUJARAT|LEADERNAME|ANANDIBENPATEL', 'AMDAVADNIGUFA|LOCATION|AHMEDABAD', 'AMDAVADNIGUFA|LOCATION|GUJARAT'}"
81468,"{'GUJARAT|LEADERNAME|ANANDIBENPATEL', 'AMDAVADNIGUFA|LOCATION|AHMEDABAD', 'AMDAVADNIGUFA|LOCATION|GUJARAT'}"
81470,"{'MARRIOTTINTERNATIONAL|KEYPERSON|BILLMARRIOTT', 'MARRIOTTINTERNATIONAL|LOCATION|BETHESDA,MARYLAND', 'ACHOTELBELLASKYCOPENHAGEN|TENANT|MARRIOTTINTERNATIONAL'}"
81472,"{'MARRIOTTINTERNATIONAL|KEYPERSON|BILLMARRIOTT', 'MARRIOTTINTERNATIONAL|TENANT|A.C.BELLASKYCOPENHAGEN', 'A.C.BELLASKYCOPENHAGEN|LOCATION|BETHESDA,MARYLAND'}"
81474,"{'(19255)1994VK8|APOAPSIS|6603633000.0(KILOMETRES)', '(19255)1994VK8|ESCAPEVELOCITY|0.0925(KILOMETREPERSECONDS)', '(19255)1994VK8|MASS|5.6(KILOGRAMS)'}"
81476,"{'(19255)1994VK8|APOAPSIS|6603633000.0(KILOMETRES)', '(19255)1994VK8|ESCAPEVELOCITY|0.0925(KILOMETREPERSECONDS)', '(19255)1994VK8|MASS|5.6(KILOGRAMS)'}"
81478,"{'(19255)1994VK8|APOAPSIS|6603633000.0(KILOMETRES)', '(19255)1994VK8|ESCAPEVELOCITY|0.0925(KILOMETREPERSECONDS)', '(19255)1994VK8|MASS|5.6(KILOGRAMS)'}"
81480,"{'1000PIAZZIA|ORBITALPERIOD|488160.0', '1000PIAZZIA|EPOCH|2015-06-27', '1000PIAZZIA|PERIAPSIS|352497000000.0'}"
81482,"{'101HELENA|MASS|3.0(KILOGRAMS)', '101HELENA|APOAPSIS|441092000.0(KILOMETRES)', '101HELENA|ESCAPEVELOCITY|0.0348(KILOMETREPERSECONDS)'}"
81484,"{'101HELENA|MASS|3.0(KILOGRAMS)', '101HELENA|APOAPSIS|441092000.0(KILOMETRES)', '101HELENA|ESCAPEVELOCITY|0.0348(KILOMETREPERSECONDS)'}"
81486,"{'103HERA|DISCOVERER|JAMESCRAIGWATSON', 'JAMESCRAIGWATSON|DEATHPLACE|MADISON,WISCONSIN', '103HERA|EPOCH|2011-08-27'}"
81488,"{'103HERA|EPOCH|2006-07-31', '103HERA|DISCOVERER|JAMESCRAIGWATSON', 'JAMESCRAIGWATSON|DEATHPLACE|MADISON,WISCONSIN'}"
81490,"{'103HERA|DISCOVERER|JAMESCRAIGWATSON', 'JAMESCRAIGWATSON|DEATHPLACE|MADISON,WISCONSIN', '103HERA|EPOCH|2011-08-27'}"
81492,"{'103HERA|DISCOVERER|JAMESCRAIGWATSON', 'JAMESCRAIGWATSON|DEATHPLACE|MADISON,WISCONSIN', 'JAMESCRAIGWATSON|DEATHCAUSE|PERITONITIS'}"
81494,"{'103HERA|DISCOVERER|JAMESCRAIGWATSON', 'JAMESCRAIGWATSON|DEATHPLACE|MADISON,WISCONSIN', 'JAMESCRAIGWATSON|DEATHCAUSE|PERITONITIS'}"
81496,"{'103HERA|DISCOVERER|JAMESCRAIGWATSON', 'JAMESCRAIGWATSON|DEATHPLACE|MADISON,WISCONSIN', 'JAMESCRAIGWATSON|DEATHCAUSE|PERITONITIS'}"
81498,"{'103HERA|EPOCH|2011-08-27', '103HERA|APOAPSIS|43717000.0(KILOMETRES)', '103HERA|ORBITALPERIOD|1622.213(DAYS)'}"
81500,"{'103HERA|APOAPSIS|437170000.0(KILOMETRES)', '103HERA|EPOCH|2011-08-27', '103HERA|ORBITALPERIOD|1622.213(DAYS)'}"
81502,"{'103HERA|APOAPSIS|437170000.0(KILOMETRES)', '103HERA|EPOCH|2011-08-27', '103HERA|ORBITALPERIOD|1622.213(DAYS)'}"
81504,"{'107CAMILLA|DISCOVERER|N.R.POGSON', 'N.R.POGSON|NATIONALITY|ENGLAND', 'N.R.POGSON|BIRTHPLACE|NOTTINGHAM'}"
81506,"{'107CAMILLA|DISCOVERER|N.R.POGSON', 'N.R.POGSON|NATIONALITY|ENGLAND', 'N.R.POGSON|BIRTHPLACE|NOTTINGHAM'}"
81508,"{'107CAMILLA|DISCOVERER|N.R.POGSON', 'N.R.POGSON|NATIONALITY|ENGLAND', 'N.R.POGSON|BIRTHPLACE|NOTTINGHAM'}"
81510,"{'1089TAMA|FORMERNAME|A894VAA904VD', '1089TAMA|EPOCH|2005-11-26', '1089TAMA|ORBITALPERIOD|1202.846(DAYS)'}"
81512,"{'1089TAMA|FORMERNAME|A894VAA904VD', '1089TAMA|EPOCH|2005-11-26', '1089TAMA|ORBITALPERIOD|1202.846(DAYS)'}"
81514,"{'1089TAMA|FORMERNAME|A894VAA904VD', '1089TAMA|EPOCH|2005-11-26', '1089TAMA|ORBITALPERIOD|1202.846(DAYS)'}"
81516,"{'1089TAMA|EPOCH|2005-11-26', '1089TAMA|PERIAPSIS|288749000000.0', '1089TAMA|APOAPSIS|373513000.0(KILOMETRES)'}"
81518,"{'1089TAMA|EPOCH|2005-11-26', '1089TAMA|PERIAPSIS|288749000000.0', '1089TAMA|APOAPSIS|373513000.0(KILOMETRES)'}"
81520,"{'1089TAMA|EPOCH|2005-11-26', '1089TAMA|PERIAPSIS|288749000000.0', '1089TAMA|APOAPSIS|373513000.0(KILOMETRES)'}"
81522,"{'1097VICIA|PERIAPSIS|279142000000.0', '1097VICIA|FORMERNAME|1928PC', '1097VICIA|EPOCH|2006-12-31'}"
81524,"{'109FELICITAS|EPOCH|2006-12-31', '109FELICITAS|MASS|7.5(KILOGRAMS)', '109FELICITAS|ORBITALPERIOD|139705000.0'}"
81526,"{'109FELICITAS|EPOCH|2006-12-31', '109FELICITAS|MASS|7.5(KILOGRAMS)', '109FELICITAS|ORBITALPERIOD|139705000.0'}"
